ns3:row,ID,Gruppo,DataOraIncidente,Localizzazione1,Localizzazione2,IDStrada01,Strada1,Chilometrica,NaturaIncidente,ParticolaritaStrade,TipoStrada,FondoStradale,Pavimentazione,Segnaletica,CondizioneAtmosferica,Traffico,Visibilita,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,CONFERMATO,IDStrada02,Strada2,DaSpecificare
,5765801,8,2022-01-01T00:40:00,Strada Urbana,in prossimità,9040,VIA PRENESTINA,1146,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nebbia,Normale,Insufficiente,1,0,0,0,12.62021,41.892890000000001,True,,,
,5766914,16,2022-01-01T01:00:00,,in prossimità,4979,CIRCONVALLAZIONE GIANICOLENSE,77,Infortunio per caduta del veicolo,,,,,,,,,1,0,0,1,12.456899999999999,41.870379999999997,False,,,
,5765495,13,2022-01-01T01:00:00,,all'intersezione con,10572,VIA DI TOR BOACCIANA,,Veicolo in marcia contro ostacolo fisso,,,,,,,,,0,0,0,0,,,False,8881,VIA DEL PONTE DI TOR BOACCIANA,
,5764995,10,2022-01-01T01:30:00,Strada Urbana,da specificare,521,VIA ANAGNINA,,Veicolo in marcia contro ostacolo fisso,Curva a visuale libera,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,1,12.59793,41.829560000000001,True,,,FRONTE VIA CROPANI
,5764617,20,2022-01-01T01:50:00,Strada Urbana,da specificare,3489,VIA DEI DUE PONTI,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,4,12.448399999999999,41.964709999999997,True,,,PROSS. VIA S. FELICE CIRCEO
,5767101,18,2022-01-01T02:00:00,Strada Urbana,in corrispondenza,529,VIA ANASTASIO II,161,Veicolo in marcia contro veicoli in sosta,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,2,12.442349999999999,41.897620000000003,True,,,
,5766088,4,2022-01-01T02:00:00,Statale entro l'abitato,in corrispondenza,2416,VIA CASSIA,1811,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nebbia,Scarso,Sufficiente,1,0,0,0,12.37702,42.01332,True,,,
,5766200,17,2022-01-01T02:00:00,Strada Urbana,all'intersezione con,7191,LUNGOTEVERE MICHELANGELO,,Scontro laterale fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nebbia,Scarso,Sufficiente,0,0,0,3,12.47044,41.912149999999997,True,6273,PIAZZA DELLA LIBERTA',
,5765882,1,2022-01-01T02:00:00,Strada Urbana,all'intersezione semaforizzata con,9142,VIA DELLE QUATTRO FONTANE,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,1,0,0,4,12.490740000000001,41.901980000000002,True,11158,VIA VENTI SETTEMBRE,
,5765823,8,2022-01-01T02:30:00,Strada Urbana,da specificare,13712,VIA DI TOR BELLA MONACA,,Tamponamento,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nebbia,Normale,Sufficiente,2,0,0,1,12.62613,41.877540000000003,True,,,rotatoria Via di Torrenova
,5765157,9,2022-01-01T02:30:00,,in prossimità,6713,LARGO MAGNAGRECIA,18,Veicolo in marcia contro veicolo in sosta,,,,,,,,,0,0,0,0,,,False,,,
,5764669,1,2022-01-01T04:10:00,Strada Urbana,in corrispondenza,9985,VIA DELLE SETTE SALE,12/a,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Nebbia,Scarso,Sufficiente,0,0,0,1,,,False,,,
,5765494,13,2022-01-01T04:11:00,Strada Urbana,all'intersezione semaforizzata con,3216,VIA CRISTOFORO COLOMBO,,Tamponamento Multiplo,Incrocio,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,2,0,0,2,12.41151,41.785829999999997,True,2377,VIA DI CASAL PALOCCO,
,5777794,18,2022-01-01T04:40:00,Strada Urbana,da specificare,1547,VIA DI BOCCEA,,Ribaltamento senza urto contro ostacolo fisso,Curva senza visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,2,0,0,0,12.38536,41.915840000000003,True,,,altezza fronte Via Verolengo
,5766502,19,2022-01-01T05:30:00,Strada Urbana,in corrispondenza,3251,VIA CUSANO MILANINO,6,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale,Nebbia,Scarso,Insufficiente,0,0,0,1,12.39062,41.948410000000003,True,,,
,5766207,2,2022-01-01T07:20:00,Strada Urbana,da specificare,7683,LUNGOTEVERE DELLE NAVI,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nebbia,Scarso,Sufficiente,1,0,0,0,12.47157,41.916559999999997,True,,,alt. VIA FILANGERI
,5765010,10,2022-01-01T10:45:00,Strada Urbana,in prossimità,1797,VIA CALPURNIO PISONE,1,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,0,12.56381,41.860120000000002,True,,,
,5765001,10,2022-01-01T11:30:00,Strada Urbana,in prossimità,10827,VIA TUSCOLANA,605,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,3,12.549379999999999,41.863700000000001,True,,,
,5765189,23,2022-01-01T11:55:00,Strada Urbana,all'intersezione con,10600,LUNGOTEVERE TOR DI NONA,,Veicolo in marcia contro ostacolo fisso,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,1,12.47139,41.902389999999997,False,8883,PIAZZA DI PONTE UMBERTO I,
,5765383,20,2022-01-01T12:00:00,Strada Urbana,in corrispondenza,7276,VIA MISURINA,70,Investimento di pedone,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,2,0,0,1,12.44849,41.948180000000001,True,,,
,5765529,12,2022-01-01T12:20:00,Strada Urbana,all'intersezione con,8599,VIALE SS. PIETRO E PAOLO,,Tamponamento,Incrocio,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,1,0,0,2,12.45979,41.832850000000001,True,11625,VIALE UMBERTO TUPINI,
,5765243,6,2022-01-01T12:30:00,Strada Urbana,in corrispondenza,10603,VIA DI TOR PIGNATTARA,35,Veicolo in marcia contro veicolo arresto,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,1,0,0,3,12.54222,41.879330000000003,True,,,
,5766153,17,2022-01-01T12:40:00,Strada Urbana,all'intersezione semaforizzata con,5589,VIALE GIUSEPPE MAZZINI,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,3,12.46264,41.915770000000002,True,587,VIALE ANGELICO,
,5796719,16,2022-01-01T12:45:00,Strada Urbana,all'intersezione con,5859,VIA GUIDO CAVALCANTI,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,0,0,0,3,12.46039,41.875050000000002,True,670,VIA ANNIBAL CARO,
,5765827,8,2022-01-01T13:00:00,Strada Urbana,all'intersezione con,2403,VIA CASILINA,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,2,12.62121,41.862589999999997,True,13712,VIA DI TOR BELLA MONACA,
,5766071,5,2022-01-01T13:00:00,Strada Urbana,in corrispondenza,9735,VIA SANTE BARGELLINI,13,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.54599,41.910139999999998,False,,,
,5766507,19,2022-01-01T13:10:00,Strada Urbana,in prossimità,6433,VIA LUCILIO,25,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,0,0,0,3,12.44467,41.923639999999999,True,,,
,5765832,11,2022-01-01T13:15:00,Strada Urbana,da specificare,5835,VIALE GUGLIELMO MARCONI,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,1,0,0,0,12.47133,41.857289999999999,True,,,fronte civico 646
,5765492,13,2022-01-01T14:00:00,Strada Urbana,all'intersezione con,4593,VIA FRANCO STORELLI,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,0,0,0,3,12.25827,41.73677,True,6374,PIAZZALE LORENZO GASPARRI,
,5780115,4,2022-01-01T14:50:00,Strada Urbana,da specificare,7816,VIA NOMENTANA,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,3,12.57368,41.959049999999998,True,,,PROSS VIA EMILIO DE MARCHI
,5766469,19,2022-01-01T15:00:00,Strada Urbana,da specificare,3955,VIA FEDERICO BORROMEO,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,1,0,0,3,12.41497,41.916710000000002,True,,,PROX. P.ZA SAN ZACCARIA PAPA
,5765924,1,2022-01-01T15:30:00,Strada Urbana,da specificare,1222,LUNGOTEVERE AVENTINO,,Tamponamento,Curva a visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,5,12.480449999999999,41.8889,True,,,altezza TEMPIO ERCOLE VINCITORE
,5768043,18,2022-01-01T16:20:00,Statale entro l'abitato,all'intersezione con,1194,VIA AURELIA,,Veicolo in marcia contro ostacolo fisso,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,3,12.417899999999999,41.89517,True,12579,VIA NICOLA LOMBARDI,
,5765386,20,2022-01-01T16:30:00,Strada Urbana,in corrispondenza,16044,VIADOTTO GIUBILEO DEL 2000,12.6,Tamponamento,Curva a visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,2,0,0,3,12.49708,41.998660000000001,True,,,
,5766514,19,2022-01-01T16:45:00,Strada Urbana,in corrispondenza,10776,VIA TRIONFALE,11444,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,3,12.43317,41.93909,True,,,
,5765491,13,2022-01-01T17:11:00,Provinciale,in prossimità,6326,VIA LITORANEA,6,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,0,0,0,3,12.38058,41.682749999999999,True,,,
,5765902,1,2022-01-01T17:50:00,Strada Urbana,all'intersezione semaforizzata con,3223,VIA DI S. CROCE IN GERUSALEMME,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,1,0,0,1,12.51179,41.890430000000002,True,10188,VIA STATILIA,
,5765830,8,2022-01-01T18:00:00,Strada Urbana,all'intersezione semaforizzata con,4363,VIA DEL FOSSO DI S. MAURA,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,0,0,0,4,12.59469,41.857950000000002,True,12500,VIALE ANTONIO CIAMARRA,
,5768324,3,2022-01-01T18:15:00,Strada Urbana,all'intersezione semaforizzata con,10907,VIALE DELL'UNIVERSITA',,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,2,0,0,3,12.51183,41.904339999999998,True,2524,VIA DEL CASTRO LAURENZIANO,
,5766524,19,2022-01-01T18:30:00,Strada Urbana,in corrispondenza,3677,VIA ENRICO PESTALOZZI,5,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.42543,41.934379999999997,True,,,
,5765490,13,2022-01-01T19:20:00,Strada Urbana,da specificare,66,VIA DI ACILIA,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,0,0,0,2,12.367839999999999,41.779049999999998,True,,,prossimità Via Assemani
,5765328,8,2022-01-01T19:25:00,Strada Urbana,in corrispondenza,2403,VIA CASILINA,1799,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,1,0,1,1,12.67769,41.86345,True,,,
,5768122,18,2022-01-01T20:00:00,Strada Urbana,in corrispondenza,1449,VIA BENEDETTO XIV,5,Scontro frontale/laterale DX fra veicoli in marcia,Curva a visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,1,0,0,2,12.449590000000001,41.899909999999998,True,,,
,5766209,2,2022-01-01T20:30:00,Strada Urbana,da specificare,7683,LUNGOTEVERE DELLE NAVI,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nebbia,Normale,Insufficiente,0,0,0,4,12.47157,41.916559999999997,True,,,pross. fronte VIA AZUNI
,5765156,1,2022-01-01T20:40:00,Strada Urbana,all'intersezione con,2832,VIA DEL CIRCO MASSIMO,,Investimento di pedone,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,2,0,1,12.4856,41.884979999999999,True,13473,PIAZZALE UGO LA MALFA,
,5765496,13,2022-01-01T23:10:00,Strada Urbana,all'intersezione con,3874,VIA FABIO GORI,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Assente,Grandine in atto,Scarso,Sufficiente,0,0,0,6,12.303599999999999,41.765729999999998,True,802,VIA ANTONIO MUNOZ,
,5765269,6,2022-01-02T00:10:00,Strada Urbana,all'intersezione semaforizzata con,76,VIA DI ACQUA BULLICANTE,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,3,12.5421,41.89105,True,1226,VIA AVERSA,
,5765848,11,2022-01-02T00:30:00,Strada Urbana,in corrispondenza,11328,VIA DELLA VILLA DI LUCINA,67,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.485060000000001,41.857880000000002,True,,,
,5765831,8,2022-01-02T05:50:00,Strada Urbana,da specificare,2403,VIA CASILINA,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Bagnato (brina),Asfaltata,Verticale ed orizzontale,Nebbia,Scarso,Sufficiente,2,0,0,1,12.680899999999999,41.86289,True,,,altezza via Vizzini
,5768173,18,2022-01-02T07:00:00,Strada Urbana,all'intersezione con,1547,VIA DI BOCCEA,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,1,0,0,2,12.421950000000001,41.903170000000003,True,5775,VIA GREGORIO XI,
,5765327,9,2022-01-02T09:10:00,Strada Urbana,all'intersezione con,8823,VIA POMEZIA,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,1,0,0,1,12.511240000000001,41.879399999999997,True,3782,VIA ETRURIA,
,5765774,20,2022-01-02T10:30:00,Strada Urbana,all'intersezione semaforizzata con,4295,VIA DEL FORO ITALICO,,Tamponamento,Intersezione semaforizzata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,0,0,0,4,12.481339999999999,41.940219999999997,True,15077,LARGO FERRARIS IV,
,5767053,17,2022-01-02T11:40:00,Strada Urbana,in prossimità,3175,VIA COSTANTINO MORIN,1,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.45471,41.912219999999998,True,,,
,5766107,4,2022-01-02T12:40:00,Strada Urbana,da specificare,11275,VIA DELLE VIGNE NUOVE,,Infortunio per caduta del veicolo,Curva a visuale libera,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,1,0,0,0,12.5359,41.957450000000001,False,,,pross. V. G. Conti
,5765434,3,2022-01-02T13:00:00,Strada Urbana,in corrispondenza,10414,VIA TEODORICO,34,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,3,12528,41.910530000000001,True,,,
,5765836,8,2022-01-02T13:15:00,Strada Urbana,da specificare,10688,VIA DI TOR VERGATA,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,0,12.622590000000001,41.846769999999999,True,,,ingresso Facoltà di Economia (f. civ. 155)
,5766210,2,2022-01-02T15:10:00,Strada Urbana,all'intersezione con,11280,VIA DI VILLA ADA,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,2,12.505509999999999,41.924210000000002,True,1436,VIA BENACO,
,5766456,13,2022-01-02T16:15:00,,da specificare,353,VIALE ALESSANDRO MAGNO,,Veicolo in marcia contro ostacolo accidentale,,,,,,,,,0,0,0,2,12.34882,41.745660000000001,False,,,prox via teodoto
,5765800,20,2022-01-02T16:20:00,Strada Urbana,in corrispondenza,2941,VIA DI COLLE FEBBRARO,62,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,2,0,0,1,12.34103,42.070639999999997,True,,,
,5765975,4,2022-01-02T16:30:00,Strada Urbana,in prossimità,15996,VIA MARIO DEL MONACO,60,Investimento di pedone,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,1,0,0,0,12.5185,41.97204,False,,,
,5767410,17,2022-01-02T16:40:00,Strada Urbana,in prossimità,8544,VIA PIETRO COSSA,50,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,0,12.470750000000001,41.906509999999997,False,,,
,5766002,1,2022-01-02T17:40:00,Strada Urbana,in corrispondenza,9356,LUNGOTEVERE RIPA,3,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,4,12.478669999999999,41.887360000000001,True,,,
,5766505,13,2022-01-02T17:40:00,Strada Urbana,all'intersezione con,1238,VIA DELLE AZZORRE,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,0,0,0,1,12.27092,41.740729999999999,True,3624,PIAZZA ENER BETTICA,
,5765843,8,2022-01-02T18:15:00,Strada Urbana,da specificare,4228,VIA DI FONTANA CANDIDA,,Veicolo in marcia contro veicolo fermo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,1,0,0,2,12.700699999999999,41.843409999999999,True,,,prossimità fronte civico 31
,5765949,15,2022-01-02T19:05:00,Strada Urbana,da specificare,6703,VIA DELLA MAGLIANA,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,1,0,0,1,12.419639999999999,41.831740000000003,True,,,pross.tà civ. 424 - fermata bus 71452
,5765829,20,2022-01-02T20:00:00,Strada Urbana,in prossimità,13379,VIA VINCENZO TIERI,249,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.375830000000001,42.01999,True,,,
,5768154,18,2022-01-02T20:20:00,Strada Urbana,in prossimità,1194,VIA AURELIA,480,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,0,0,0,2,12.42187,41.8977,True,,,
,5765960,1,2022-01-02T20:45:00,Strada Urbana,all'intersezione con,2832,VIA DEL CIRCO MASSIMO,,Investimento di pedone,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,1,0,0,2,12.48481,41.885359999999999,True,13473,PIAZZALE UGO LA MALFA,
,5765781,12,2022-01-02T21:20:00,Provinciale,da specificare,10219,VIA DELLA STAZIONE DI PAVONA,,Veicolo in marcia che urta buche nella carreggiata,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,1,12.58731,41.718159999999997,True,,,ALTEZZA VIA PIAN SAVELLI
,5765768,9,2022-01-03T01:50:00,Strada Urbana,all'intersezione semaforizzata con,10346,VIA TARANTO,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,1,0,0,1,12.5151,41.884529999999998,True,7597,VIA MONZA,
,5769754,13,2022-01-03T02:10:00,,in corrispondenza,6656,VIA DI MACCHIA SAPONARA,36,Veicolo in marcia contro ostacolo accidentale,,,,,,,,,0,0,0,2,12.35066,41.777839999999998,False,,,
,5767570,13,2022-01-03T02:20:00,Strada Urbana,da specificare,11347,VIALE DELLA VILLA DI PLINIO,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,1,0,0,0,12.33351,41.719439999999999,True,,,sulla carreggiata
,5765931,7,2022-01-03T03:30:00,Strada Urbana,all'intersezione con,318,VIALE ALESSANDRINO,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,2,0,0,0,12.57667,41.887320000000003,True,8377,VIA DEL PERGOLATO,
,5768203,18,2022-01-03T04:45:00,Strada Urbana,in prossimità,1281,VIA BALDO DEGLI UBALDI,127,Veicolo in marcia contro veicolo in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,0,0,0,1,12.434200000000001,41.899360000000001,True,,,
,5766222,12,2022-01-03T06:30:00,Strada Urbana,all'intersezione con,2854,VIALE DELLA CIVILTA' DEL LAVORO,,Veicolo in marcia contro ostacolo fisso,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,0,0,0,1,12.46752,41.83596,True,1407,VIALE BEETHOVEN,
,5765885,11,2022-01-03T07:00:00,Strada Urbana,all'intersezione con,8037,CIRCONVALLAZIONE OSTIENSE,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,1,0,0,1,12.49037,41.867370000000001,True,6763,VIA MANFREDO CAMPERIO,
,5766764,11,2022-01-03T07:00:00,Strada Urbana,in prossimità,958,VIA ARDEATINA,521C,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,0,0,0,2,12.51839,41.828780000000002,True,,,
,5766124,12,2022-01-03T07:35:00,Strada Urbana,all'intersezione con,10602,VIA DI TOR PAGNOTTA,,Ribaltamento senza urto contro ostacolo fisso,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,0,0,0,1,12.506119999999999,41.803789999999999,True,3773,VIALE DELL'ESERCITO,
,5766801,8,2022-01-03T08:20:00,Statale entro l'abitato,da specificare,2403,VIA CASILINA,,Scontro laterale fra veicoli in marcia,Curva a visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,0,0,0,2,12.62121,41.862589999999997,True,,,prox rampa immissione dal G.R.A. in dir. Frosinon
,5766792,11,2022-01-03T08:45:00,Strada Urbana,all'intersezione con,2695,VIA CESARE FEDERICI,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,2,12.49765,41.863770000000002,True,3216,VIA CRISTOFORO COLOMBO,
,5766458,16,2022-01-03T09:05:00,Strada Urbana,in corrispondenza,2986,VIALE DEI COLLI PORTUENSI,525,Investimento di pedone,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,1,0,0,1,12.443530000000001,41.861330000000002,True,,,
,5766796,5,2022-01-03T09:35:00,Strada Urbana,all'intersezione con,319,VIA DI S. ALESSANDRO,,Scontro laterale fra veicoli in marcia,Rotatoria,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,0,0,0,2,12.603400000000001,41.936729999999997,True,12340,VIA DEI RADAR,
