id,tipologia,denominazione,via,civico,latitude,longitude,stelle,categoria,totalePostiLetto,totaleNumeroCamere,numeroSingole,numeroDoppie,numeroTriple,numeroQuadruple,numeroBagni
388490,Case e appartamenti per vacanze,CRISTINA'S APARTMENT,Via Rasella,6,41.9026274,12.4889328,,3.0,2.0,1.0,,1.0,,,
389826,Case e appartamenti per vacanze,CRISTINA'S HOME IN ROME,Via Candia,50,41.9084966,12.4530825,,1.0,4.0,2.0,,2.0,,,
388642,Case e appartamenti per vacanze,CROCE SMALL BEAUTIFUL,Via della Croce,78,41.9064135,12.4802031,,,2.0,1.0,,1.0,,,
403470,Case e appartamenti per vacanze,CRYSTAL DOMUS casa e appartamento per vacanze,Circonvallazione Casilina,34,41.8902601,12.5271363,,2.0,2.0,1.0,,1.0,,,
388854,Case e appartamenti per vacanze,CS PIAZZA VENEZIA APARTMENT,Via Margana,5,41.8945551,12.4805337,,1.0,2.0,1.0,,1.0,,,
392093,Case e appartamenti per vacanze,csa e appartamento per vacanza SATRICO HOME,Via Satrico,47,41.8766054,12.5083617,,1.0,6.0,3.0,,3.0,,,
393158,Case e appartamenti per vacanze,csa vacanza imprenditoriale AGRIPPINA 25,Via del Velabro,6,41.8892354,12.4825237,,1.0,1.0,,,,,,
390509,Case e appartamenti per vacanze,csa vacanze BABUINO 9,Via del Babuino,79,41.907561,12.4803599,,2.0,2.0,,,,,,
392116,Case e appartamenti per vacanze,csa vacanze COMFORT STAY COLOSSEO A227,Via Baccina,45,41.8950721,12.490081,,2.0,4.0,2.0,,2.0,,,
391072,Case e appartamenti per vacanze,csa vacanze non imprenditoriale LOFT VIOLA,Via del Gonfalone,30,41.8975697,12.4664186,,1.0,2.0,1.0,,1.0,,,
394033,Case e appartamenti per vacanze,csa vacanze NOW APARTMENTS INT.1-DAKOTA,Via della Vetrina,2,41.9003736,12.4700125,,2.0,2.0,1.0,,1.0,,,
392248,Case e appartamenti per vacanze,csa vacanze NOW APARTMENTS INT.3- RAPSODIA,Via della Vetrina,2,41.9003736,12.4700125,,2.0,2.0,1.0,,1.0,,,
392202,Case e appartamenti per vacanze,csa vacanze NOW APARTMENTS INT.4 - DAFFODIL,Via della Vetrina,2,41.9003736,12.4700125,,2.0,2.0,1.0,,1.0,,,
392675,Case e appartamenti per vacanze,csa vacanze YOURSTAY@ROME SAN GIOVANNI,Via Tasso,161,41.8879867,12.5067355,,2.0,1.0,1.0,1.0,,,,
392606,Case e appartamenti per vacanze,csaa vacanze FARNESE CHARME,Via di Monserrato,7,41.8972153,12.4683068,,2.0,5.0,3.0,2.0,,1.0,,
390646,Case e appartamenti per vacanze,CUORE DI ROMA HOLIDAYS,Viale Giulio Cesare,237,41.9084837,12.4556353,,3.0,3.0,1.0,,,1.0,,
388975,Case e appartamenti per vacanze,CURLY ROSETTA HOUSE,Piazza di Santa Maria Maggiore,161,41.89729,12.4990833,,3.0,4.0,2.0,,2.0,,,
390660,Case e appartamenti per vacanze,D.P.VATICAN LUXURY,Piazza Cola di Rienzo,92,41.9083338,12.4675238,,2.0,4.0,2.0,,2.0,,,
388904,Case e appartamenti per vacanze,DA ANDREA,Via Conca D'Oro,246,41.9429086,12.5209862,,2.0,3.0,2.0,1.0,1.0,,,
388376,Case e appartamenti per vacanze,DA BEBO,Via Giorgio Scalia,4,41.9082076,12.4466819,,3.0,5.0,2.0,,1.0,1.0,,
388709,Case e appartamenti per vacanze,DA CLAUDIO E LELE,Via San Liberio,20,41.8966827,12.4570184,,3.0,3.0,2.0,1.0,1.0,,,
389522,Case e appartamenti per vacanze,DA CLAUDY,Via Attilio Mori,25,41.8874904,12.5296387,,1.0,2.0,1.0,,1.0,,,
388906,Case e appartamenti per vacanze,DA FRANCESCA A SAN PIETRO,Via Alessandro III,4,41.8994979,12.4556598,,2.0,4.0,2.0,,2.0,,,
390965,Case e appartamenti per vacanze,Da Nu' casa e appartamento per vacanze,Via Amedeo Viii,7,41.8884694,12.5084055,,2.0,3.0,2.0,1.0,1.0,,,
391364,Case e appartamenti per vacanze,DA PAOLO AL VATICANO CASA E APPARTAMENTO PER VACANZE,Piazzale Gregorio VII,10,41.8979646,12.4513839,,2.0,13.0,5.0,,3.0,1.0,1.0,
388346,Case e appartamenti per vacanze,DAB TREVI,Via di Santa Maria in Via,18,41.9006873,12.4817911,,3.0,2.0,1.0,,1.0,,,
390717,Case e appartamenti per vacanze,DACKINS HOUSE CASA E APPARTAMENTO PER VACANZE,Via di Villa Serventi,11,41.8852682,12.530939,,2.0,3.0,2.0,1.0,1.0,,,
389002,Case e appartamenti per vacanze,DADA LOFT,Vicolo del Governo Vecchio,8,41.8981066,12.4697886,,2.0,3.0,,,,,,
389196,Case e appartamenti per vacanze,DADDY HOUSE,Vicolo del Cedro,6,41.8895527,12.4672666,,2.0,2.0,,,,,,
389129,Case e appartamenti per vacanze,DAGMARINA,Via degli Orti d'Alibert,27,41.8964954,12.4632492,,2.0,3.0,1.0,,,1.0,,
392977,Case e appartamenti per vacanze,DAISY,Via Zucchelli,29,41.9035088,12.4866991,,1.0,24.0,12.0,,,,,
392747,Case e appartamenti per vacanze,DALMATI HOUSE 1,Via dei Dalmati,9,41.899557,12.515606,,3.0,1.0,,,,,,
388947,Case e appartamenti per vacanze,DAMA BED ROMA,Via del Pellegrino,75,41.8968985,12.4704044,,,2.0,1.0,,1.0,,,
388476,Case e appartamenti per vacanze,DAME HOLIDAYS APARTMENT,Piazza di San Cosimato,63,41.8874382,12.470129,,3.0,2.0,1.0,,1.0,,,
390147,Case e appartamenti per vacanze,DANDOLO,Via Cavour,233,41.8943718,12.4915565,,3.0,6.0,3.0,,3.0,,,
391163,Case e appartamenti per vacanze,DANDOLO HOLIDAYS,Via Cavour,233,41.8943718,12.4915565,,2.0,4.0,2.0,1.0,2.0,,,
391520,Case e appartamenti per vacanze,DANDOLO TRASTEVERE TERRACE,Via Dandolo,24,41.8853284,12.4685792,,2.0,5.0,3.0,1.0,2.0,,,
388394,Case e appartamenti per vacanze,DANIELA'S DREAM HOUSE,Via Camillo Iacobini,200,41.9569389,12.5330872,,3.0,3.0,2.0,1.0,1.0,,,
394249,Case e appartamenti per vacanze,DAPLACE - LIVIA APARTMENT 'Casa e appartamento per vacanze',Via Quintino Sella,33,41.9073892,12.4964875,,2.0,7.0,3.0,,2.0,1.0,,
390090,Case e appartamenti per vacanze,DATTI'S,Via Tiburtina,19,41.8973092,12.5119369,,3.0,6.0,3.0,,3.0,,,
392291,Case e appartamenti per vacanze,DEA SUITE ROMA,Via Appia Nuova,493,41.8723816,12.5262005,,3.0,24.0,,,,,,
389055,Case e appartamenti per vacanze,DEAF,Via di Vallelunga,188,41.9054749,12.3894963,,2.0,2.0,1.0,,1.0,,,
390300,Case e appartamenti per vacanze,DECO'S PLACE ROMA CLOE casa e appartamento per vacanze,Via Marco Aurelio,49,41.8877177,12.4972044,,2.0,2.0,1.0,,1.0,,,
390198,Case e appartamenti per vacanze,DECO'S PLACE ROMA TEODORA casa e appartamento per vacanze,Via Capo D'Africa,31,41.8885302,12.4961906,,2.0,6.0,3.0,,3.0,,,
388717,Case e appartamenti per vacanze,DELA,Via Machiavelli,59,41.8933312,12.504149,,,2.0,1.0,,1.0,,,
390684,Case e appartamenti per vacanze,DELFINO IN,Via Principe Umberto,37,41.8948175,12.5088033,,,5.0,2.0,1.0,2.0,,,
390774,Case e appartamenti per vacanze,Delizioso House Casa e Appartamento per Vacanze,Via Tiburtina,135,41.8992988,12.5149699,,2.0,3.0,2.0,1.0,1.0,,,
392579,Case e appartamenti per vacanze,DELLE GROTTE APARTMENT CASA E APPARTAMENTO PER VACANZE,Vicolo delle Grotte,10,41.8947707,12.4725993,,1.0,4.0,2.0,,2.0,,,
390873,Case e appartamenti per vacanze,DELUXE TWIN APARTMENT,Via del Gambero,19,41.9035475,12.4800635,,2.0,6.0,3.0,,3.0,,,
388411,Case e appartamenti per vacanze,DEMONTI COLOSSEO,Via Panisperna,261,41.8958447,12.488961,,3.0,5.0,3.0,1.0,2.0,,,
389845,Case e appartamenti per vacanze,denominazione  CASA E APPARTAMENTO PER VACANZE GIUMA ROMA S. PAUL,Largo Enea Bortolotti,38,41.8537224,12.4729452,,2.0,10.0,4.0,,2.0,2.0,,
389964,Case e appartamenti per vacanze,denominazione  MBM CASA E APPARTAMENTO PER VACANZE,Via Guido Zanobini,66,41.8572769,12.5695608,,1.0,3.0,2.0,1.0,1.0,,,
393399,Case e appartamenti per vacanze,DEPENDANCE ANAHI Casa e appartamento per vacanze,Via Angelo Brunetti,54,41.9093532,12.4749907,,2.0,4.0,1.0,,,,1.0,
408324,Case e appartamenti per vacanze,Design apartment in Trastevere - casa e appartamento per vacanze,Via dell'Arco di San Calisto,37,41.8890393,12.4713115,,1.0,2.0,1.0,,1.0,,,
393682,Case e appartamenti per vacanze,DESIGNER STUDIO APARTMENT NEAR COLOSSEUM CASA E APPARTAMENTO PER VACANZE,Via della Polveriera,14,41.8926246,12.4926781,,2.0,2.0,,,,,,
389051,Case e appartamenti per vacanze,DESIRE' ROMA,Via Terni,99,41.8851602,12.5209936,,3.0,3.0,2.0,1.0,1.0,,,
392854,Case e appartamenti per vacanze,DIAMONDS & RUST,Vicolo Del Bologna,32,41.8913258,12.4687936,,2.0,2.0,1.0,,,,,
388874,Case e appartamenti per vacanze,DIANA PLACE,Via di San Giovanni in Laterano,238,41.8877804,12.5016465,,,1.0,1.0,1.0,,,,
390794,Case e appartamenti per vacanze,DIDA'S HOUSE,Via Sebastiano Veniero,8,41.9079371,12.4550454,,1.0,2.0,1.0,,1.0,,,
388927,Case e appartamenti per vacanze,DIMORA A PIRAMIDE,Via Dei Conciatori,26,41.8745377,12.4796078,,2.0,3.0,2.0,1.0,1.0,,,
388880,Case e appartamenti per vacanze,DIMORA AL GAZOMETRO,Via dei Magazzini Generali,21,41.8713953,12.4769779,,,2.0,1.0,,1.0,,,
390922,Case e appartamenti per vacanze,DIMORA BARBERINI,Via di San Basilio,69,41.9045411,12.489409,,2.0,2.0,1.0,,1.0,,,
389396,Case e appartamenti per vacanze,DIMORA DI ROMA,Via Arnaldo Fraccaroli,7,41.9151308,12.5477525,,2.0,4.0,2.0,,2.0,,,
390385,Case e appartamenti per vacanze,DIMORA SAN PIETRO ROMA,Via di Monte del Gallo,7,41.8976199,12.4517012,,1.0,2.0,1.0,,1.0,,,
390545,Case e appartamenti per vacanze,DIMORADORIA Casa e appartamento per vacanze,Via Andrea Doria,3,41.9100747,12.454747,,2.0,5.0,3.0,1.0,2.0,,,
390008,Case e appartamenti per vacanze,DIMORAPETRI,Via delle Fornaci,48,41.8973881,12.4566687,,1.0,2.0,1.0,,1.0,,,
388319,Case e appartamenti per vacanze,DIOCLEZIANO AUGUSTUS,Via Parigi,11,41.9042291,12.4958827,,3.0,4.0,1.0,,,,1.0,
391811,Case e appartamenti per vacanze,DIOCLEZIANO TRIPLE SUITE,Via Venti Settembre,44,41.9070259,12.4977685,,2.0,6.0,3.0,,3.0,,,
388631,Case e appartamenti per vacanze,DIVINA MISERICORDIA,Via Andrea Doria,67,41.9091577,12.4505392,,,1.0,1.0,1.0,,,,
389928,Case e appartamenti per vacanze,DM LUXURY HOUSE CASA E APPARTAMENTO PER VACANZE,Piazza Cola di Rienzo,92,41.9083338,12.4675238,,2.0,4.0,2.0,,2.0,,,
402525,Case e appartamenti per vacanze,DODO casa e appartamento per vacanze,Via Teodorico,22,41.9103632,12.5279558,,2.0,3.0,2.0,1.0,1.0,,,
392545,Case e appartamenti per vacanze,DOLCE CASA COLOSSEO CASA E APPARTAMENTO PER VACANZE,Via delle Terme di Tito,94,41.8922413,12.4932352,,1.0,2.0,1.0,,1.0,,,
390558,Case e appartamenti per vacanze,Dolce Roma,Via Tacito,90,41.9060435,12.4682881,,1.0,2.0,1.0,,1.0,,,
388935,Case e appartamenti per vacanze,DOLCE VITA APARTAMENT,Via Cavour,233,41.8943718,12.4915565,,,4.0,2.0,,2.0,,,
405534,Case e appartamenti per vacanze,Dolce Vita casa e appartamento per vacanze,Via Belisario,8,41.9090131,12.4979567,,2.0,4.0,2.0,1.0,,1.0,,
394221,Case e appartamenti per vacanze,DOLCE VITA HOUSE CASA E APPARTAMENTO PER VACANZE,Via Filippo Meda,11,41.9128921,12.5409068,,1.0,1.0,1.0,1.0,1.0,,,
392865,Case e appartamenti per vacanze,DOLCE VITA ROMA,Via del Mancino,10,41.8973959,12.4826852,,2.0,8.0,4.0,,,,,
389652,Case e appartamenti per vacanze,DOLCEVITA PENTHOUSE - CASA E APPARTAMENTO PER VACANZE,Largo dei Librari,87,41.8947737,12.4737411,,2.0,3.0,2.0,1.0,1.0,,,
389354,Case e appartamenti per vacanze,DOMEMA,Via Lorenzo Il Magnifico,110 B,41.9117851,12.5258783,,2.0,3.0,2.0,1.0,1.0,,,
390825,Case e appartamenti per vacanze,DOMI 56,Via Palestro,56,41.9046592,12.5047791,,1.0,8.0,3.0,,1.0,2.0,,
388538,Case e appartamenti per vacanze,DOMI ALOISII,Viale Giuseppe Mazzini,96,41.9155306,12.4610005,,3.0,3.0,1.0,,,1.0,,
389465,Case e appartamenti per vacanze,DOMI INT. 10,Via Curtatone,12,41.9046632,12.5008991,,1.0,6.0,3.0,,,,,
388634,Case e appartamenti per vacanze,DOMIZIA 43,Via dell'Orso,43,41.9017105,12.4742996,,,5.0,4.0,,1.0,3.0,,
406321,Case e appartamenti per vacanze,Domiziano Boutique Apartment Casa e appartamento per vacanze,Via Flavio Domiziano,9,41.8514305,12.4851129,,2.0,9.0,6.0,3.0,3.0,,,
392177,Case e appartamenti per vacanze,Domo mea casa e appartamento per vacanze,Vicolo del Polverone,1,41.8936066,12.4705614,,1.0,2.0,,,,,,
390623,Case e appartamenti per vacanze,DOMUS 49,Via delle Fornaci,49,41.8983964,12.456506,,1.0,4.0,2.0,,2.0,,,
388989,Case e appartamenti per vacanze,DOMUS ADAMI,Via Pietro Adami,64,41.9268181,12.4175846,,1.0,2.0,1.0,,1.0,,,
388808,Case e appartamenti per vacanze,DOMUS AL PALATINO,Via di San Teodoro,68,41.889186,12.4835442,,1.0,2.0,2.0,2.0,,,,
392563,Case e appartamenti per vacanze,DOMUS ANNA MARIA,Via Erode Attico,51,41.8388895,12.5423408,,2.0,12.0,5.0,,3.0,2.0,,
390930,Case e appartamenti per vacanze,DOMUS ANNAMARIA,Via Principe Amedeo,175,41.8965125,12.5037009,,3.0,6.0,3.0,,3.0,,,
390954,Case e appartamenti per vacanze,DOMUS AQUAE,Vicolo Scavolino,61,41.9010848,12.4838825,,2.0,4.0,2.0,,2.0,,,
391903,Case e appartamenti per vacanze,DOMUS AUREA 295,Via Cavour,295,41.8938992,12.489633,,2.0,7.0,4.0,1.0,3.0,,,
393224,Case e appartamenti per vacanze,Domus Aurea B&B AND Suites - Casa e appartamento per vacanze n.1,Via della Domus Aurea,1,41.8907274,12.4980076,,1.0,4.0,2.0,,2.0,,,
393246,Case e appartamenti per vacanze,Domus Aurea B&B AND Suites - Casa e appartamento per vacanze n.2,Via della Domus Aurea,1,41.8907274,12.4980076,,1.0,2.0,1.0,,1.0,,,
393225,Case e appartamenti per vacanze,Domus Aurea B&B AND Suites - Casa e appartamento per vacanze n.3,Via della Domus Aurea,1,41.8907274,12.4980076,,1.0,2.0,1.0,,1.0,,,
391177,Case e appartamenti per vacanze,DOMUS AUREA DI RIENZO,Via di Sant'Eustachio,3,41.8988032,12.4760581,,1.0,2.0,,,,,,
388578,Case e appartamenti per vacanze,DOMUS AURELIA,Via Aurelia,386,41.8977969,12.4315429,,,5.0,3.0,,,,,
389690,Case e appartamenti per vacanze,DOMUS BANCHI VECCHI,Via dei Banchi Vecchi,27 A,41.8981263,12.4669797,,2.0,2.0,1.0,,1.0,,,
388863,Case e appartamenti per vacanze,DOMUS BARBERINI CASA E APPARTAMENTO PER VACANZE,Via Santa Bernadette,16,41.9020464,12.4274459,,2.0,6.0,3.0,,3.0,,,
388865,Case e appartamenti per vacanze,DOMUS BELSITO,Via Giulio Braida,23,41.9215218,12.4391708,,1.0,2.0,1.0,,1.0,,,
388685,Case e appartamenti per vacanze,DOMUS BORGO PIO MICHELANGELO,Borgo Pio,91,41.9037652,12.4588711,,3.0,4.0,2.0,,2.0,,,
388999,Case e appartamenti per vacanze,DOMUS CASEARI,Viale Giulio Cesare,129,41.9093352,12.4587804,,3.0,4.0,2.0,,2.0,,,
389816,Case e appartamenti per vacanze,DOMUS CENTOCELLE - Casa e appartamento per vacanze,Via delle Petunie,55,41.8869611,12.5695515,,2.0,4.0,2.0,,2.0,,,
392578,Case e appartamenti per vacanze,domus cesare,Via dei Falegnami,71,41.8940323,12.4770563,,1.0,3.0,2.0,1.0,1.0,,,
388372,Case e appartamenti per vacanze,DOMUS CIANCALEONI,Via dei Ciancaleoni,45,41.8962611,12.4930685,,1.0,4.0,2.0,,2.0,,,
391112,Case e appartamenti per vacanze,DOMUS CINECITTA' CASA E APPARTAMENTO PER VACANZE,Via Caio Sulpicio,8,41.8552691,12.5676779,,2.0,5.0,3.0,1.0,2.0,,,
391595,Case e appartamenti per vacanze,Domus Cinque Casa e appartamento per vacanze,Vicolo de' Cinque,3 A,41.8905275,12.4688927,,2.0,3.0,2.0,1.0,1.0,,,
393652,Case e appartamenti per vacanze,domus claudia,Via del Colosseo,2 A,41.8930372,12.4890596,,1.0,4.0,3.0,2.0,1.0,,,
390172,Case e appartamenti per vacanze,DOMUS CLAUDIAE,Via di Sant'Onofrio,25,41.8983716,12.4618159,,2.0,1.0,1.0,1.0,,,,
389443,Case e appartamenti per vacanze,DOMUS CLIVIA,Piazza di Santa Croce in Gerusalemme,4,41.8893645,12.514616,,2.0,3.0,2.0,1.0,1.0,,,
390328,Case e appartamenti per vacanze,DOMUS CLODIO,Via Premuda,4,41.9135025,12.4520077,,2.0,2.0,1.0,,,,,
389613,Case e appartamenti per vacanze,DOMUS COSTANZA,Piazza Verbano,8,41.9232162,12.5065267,,2.0,5.0,2.0,,1.0,1.0,,
389185,Case e appartamenti per vacanze,DOMUS DEGLI ANGELI,Via Paola,46,41.9006051,12.465947,,3.0,6.0,4.0,2.0,2.0,,,
391056,Case e appartamenti per vacanze,domus di ovidio,Via Ovidio,9,41.9063961,12.4646285,,2.0,1.0,,,,,,
391191,Case e appartamenti per vacanze,Domus Divi,Via di Sant'Ambrogio,21,41.8934261,12.4776007,,2.0,3.0,1.0,,,1.0,,
390789,Case e appartamenti per vacanze,DOMUS ELENA CASA E APPARTAMENTO PER VACANZE,Via dei Laterani,28,41.8840999,12.503012,,2.0,6.0,3.0,,3.0,,,
390011,Case e appartamenti per vacanze,DOMUS ELIDE,Via Candia,121,41.9075706,12.4514959,,1.0,4.0,2.0,,2.0,,,
389402,Case e appartamenti per vacanze,domus eugenia,Via Principe Eugenio,106,41.8934757,12.5094127,,2.0,3.0,2.0,1.0,1.0,,,
393486,Case e appartamenti per vacanze,DOMUS FAMAGOSTA CASA E APPARTAMENTO PER VACANZE,Via Famagosta,2,41.9102876,12.4577312,,1.0,3.0,2.0,1.0,1.0,,,
389582,Case e appartamenti per vacanze,DOMUS FARNESE,Via Foscolo,24,41.8929985,12.5048091,,2.0,4.0,2.0,,2.0,,,
390208,Case e appartamenti per vacanze,Domus Felix - Casa e appartamento per vacanze,Piazza di San Giovanni in Laterano,44,41.8874476,12.5052641,,1.0,2.0,1.0,,1.0,,,
393589,Case e appartamenti per vacanze,domus flavia,Via del Colosseo,2 A,41.8930372,12.4890596,,1.0,4.0,2.0,,2.0,,,
392926,Case e appartamenti per vacanze,DOMUS FLAVIA AL COLOSSEO,Via di San Giovanni in Laterano,55,41.8889414,12.4984235,,1.0,2.0,,,,,,
388422,Case e appartamenti per vacanze,DOMUS FLAVIO LUXURY,Via Annia,48,41.8875337,12.4965184,,,4.0,3.0,2.0,1.0,,,
392856,Case e appartamenti per vacanze,DOMUS FLOREA SAINT PETER,Via Candia,89,41.9079147,12.4524329,,2.0,3.0,3.0,,,,,
388678,Case e appartamenti per vacanze,DOMUS FORI,Via dell'Agnello,25,41.8938617,12.489526,,,3.0,1.0,,,1.0,,
391105,Case e appartamenti per vacanze,DOMUS FORNACIBUS CASA E APPARTAMENTO PER VACANZE,Via delle Fornaci,20,41.8996511,12.4561923,,2.0,4.0,2.0,,2.0,,,
391775,Case e appartamenti per vacanze,DOMUS GALATEA,Piazza Mignanelli,12,41.9054241,12.4833769,,1.0,3.0,1.0,,,1.0,,
392111,Case e appartamenti per vacanze,DOMUS GIOCONDA 1 CASA E APPARTAMENTO PER VACANZE,Via Angelo Olivieri,116,41.7365449,12.2912576,,2.0,2.0,1.0,,1.0,,,
388916,Case e appartamenti per vacanze,DOMUS GIULIO,Via della Madonna del Riposo,57,41.8967533,12.4340952,,2.0,4.0,2.0,,2.0,,,
390664,Case e appartamenti per vacanze,Domus Green casa e appartamento per vacanze,Via Gallia,96,41.8806254,12.5034993,,1.0,3.0,2.0,1.0,1.0,,,
406344,Case e appartamenti per vacanze,DOMUS GROTTAE Casa e appartamento per vacanze,Vicolo delle Grotte,14,41.8945687,12.4725383,,1.0,1.0,,,,,,
389883,Case e appartamenti per vacanze,DOMUS ILARIA,Via Latina,135,41.871699,12.5181437,,1.0,2.0,,,,,,
400624,Case e appartamenti per vacanze,DOMUS IMPERIALIS CASA E APPARTAMENTO PER VACANZE,Via Emanuele Filiberto,233,41.8889572,12.5071675,,2.0,5.0,3.0,1.0,2.0,,,
389764,Case e appartamenti per vacanze,DOMUS INES,Via Plauto,35,41.9046394,12.460379,,3.0,2.0,2.0,,2.0,,,
389467,Case e appartamenti per vacanze,DOMUS LAURETANA,Via Giovanni Lanza,108,41.8949367,12.4988452,,3.0,2.0,1.0,,1.0,,,
389765,Case e appartamenti per vacanze,Domus Leo Roma,Via Giacomo Giri,30,41.9006875,12.4366935,,2.0,4.0,2.0,,2.0,,,
389306,Case e appartamenti per vacanze,DOMUS LIA,Borgo Vittorio,74,41.9043986,12.4589482,,2.0,6.0,4.0,2.0,2.0,,,
390751,Case e appartamenti per vacanze,DOMUS LIDO Casa e appartamento per vacanze,Piazza Anco Marzio,13,41.7300429,12.2777568,,1.0,2.0,1.0,1.0,1.0,,,
389559,Case e appartamenti per vacanze,DOMUS LINDA,Via Giovanni Giolitti,199,41.8978049,12.5046241,,2.0,3.0,1.0,,,1.0,,
394001,Case e appartamenti per vacanze,Domus Lupa casa e appartamento per vacanze,Via della Lupa,25,41.9030601,12.4766701,,1.0,5.0,3.0,1.0,2.0,,,
391133,Case e appartamenti per vacanze,DOMUS MAMERTINO 'Casa e appartamento per vacanze',Via del Boschetto,60,41.8972331,12.4905738,,2.0,3.0,1.0,,,1.0,,
393581,Case e appartamenti per vacanze,domus marco aurelio,Via del Colosseo,2 A,41.8930372,12.4890596,,1.0,4.0,2.0,,2.0,,,
389100,Case e appartamenti per vacanze,DOMUS MINERVAE,Via del Gesù,89,41.8967874,12.4787404,,2.0,14.0,5.0,,2.0,2.0,1.0,
390616,Case e appartamenti per vacanze,DOMUS MONSERRATO,Via di Monserrato,12,41.8970951,12.4684525,,3.0,1.0,1.0,1.0,,,,
388837,Case e appartamenti per vacanze,DOMUS MONTEBELLO CASA E APPARTAMENTO PER VACANZE,Via Montebello,30,41.905026,12.4995746,,2.0,2.0,1.0,,1.0,,,
390889,Case e appartamenti per vacanze,DOMUS MONTI,Via Cavour,108,41.8972193,12.4960009,,1.0,3.0,2.0,1.0,1.0,,,
388862,Case e appartamenti per vacanze,DOMUS NYMPHAE,Via dei Giubbonari,98,41.8944021,12.4739874,,1.0,4.0,,,,,,
390852,Case e appartamenti per vacanze,DOMUS OLIMPIA IN VATICANO,Via Carlo Mirabello,6,41.9166336,12.4579194,,3.0,2.0,1.0,,1.0,,,
389565,Case e appartamenti per vacanze,DOMUS OVIDIO,Via Cola di Rienzo,180,41.9074281,12.4635342,,2.0,9.0,3.0,,1.0,1.0,1.0,
388362,Case e appartamenti per vacanze,DOMUS PARIOLI,Viale Bruno Buozzi,19,41.9214445,12.4877462,,3.0,4.0,2.0,,2.0,,,
389122,Case e appartamenti per vacanze,DOMUS PARVA,Via delle Tre Cannelle,22,41.8964056,12.4850488,,3.0,1.0,1.0,1.0,,,,
389877,Case e appartamenti per vacanze,DOMUS PATRIZIA,Via Norcia,24,41.8772612,12.5315839,,2.0,4.0,2.0,,2.0,,,
391000,Case e appartamenti per vacanze,DOMUS PER VACANZE ROMANE,Via Careggine,30,41.8443188,12.4344534,,,2.0,1.0,,,,,
390185,Case e appartamenti per vacanze,Domus Phoenix - Casa e Appartamento per vacanze,Piazza di San Giovanni in Laterano,44,41.8874476,12.5052641,,1.0,2.0,1.0,,1.0,,,
389681,Case e appartamenti per vacanze,DOMUS PLAUTO,Via Plauto,12,41.9044513,12.460461,,,4.0,3.0,,,,,
388469,Case e appartamenti per vacanze,DOMUS PORTA MAGGIORE,Via Casilina,3,41.8902651,12.5181102,,3.0,2.0,1.0,,1.0,,,
391917,Case e appartamenti per vacanze,DOMUS PROPERZIO,Via Properzio,27,41.9055564,12.4614084,,1.0,4.0,2.0,,2.0,,,
392936,Case e appartamenti per vacanze,DOMUS RASELLA 1,Via Rasella,152,41.9026125,12.4879241,,2.0,4.0,2.0,,2.0,,,
391436,Case e appartamenti per vacanze,DOMUS RASELLA 3,Via Rasella,152,41.9026125,12.4879241,,2.0,11.0,4.0,,1.0,3.0,,
392848,Case e appartamenti per vacanze,DOMUS RASELLA 4,Via Rasella,152,41.9026125,12.4879241,,2.0,11.0,3.0,,,1.0,2.0,
391480,Case e appartamenti per vacanze,DOMUS RASELLA 5,Via Rasella,152,41.9026125,12.4879241,,2.0,8.0,3.0,,1.0,2.0,,
391040,Case e appartamenti per vacanze,DOMUS REGIA,Via Antonio Salandra,6,41.9056233,12.4954563,,2.0,4.0,2.0,,2.0,,,
391166,Case e appartamenti per vacanze,DOMUS REGUM CASA E APPARTAMENTO PER VACANZE,Piazza Tarquinia,5,41.8813181,12.5100011,,2.0,6.0,3.0,,3.0,,,
390027,Case e appartamenti per vacanze,DOMUS ROMA,Via Rattazzi,65,41.8981368,12.504037,,,5.0,3.0,,,,,
389584,Case e appartamenti per vacanze,DOMUS ROMA VACANZE,Via Tuscolana,1016,41.8607384,12.5548561,,2.0,4.0,2.0,,2.0,,,
389603,Case e appartamenti per vacanze,DOMUS ROMANA,Via Sergio I,32,41.8990156,12.4500371,,1.0,4.0,2.0,,2.0,,,
392736,Case e appartamenti per vacanze,DOMUS ROME HOLIDAY APARTMENTS/TWO/MANZONI,Via Luigi Pianciani,19,41.8929666,12.5084952,,3.0,3.0,3.0,,,,,
391131,Case e appartamenti per vacanze,DOMUS SAN GIOVANNI Elegant Apartment Near the Metro Casa e appartamento per vacanze,Via Albalonga,40,41.8800334,12.5131193,,2.0,4.0,3.0,2.0,1.0,,,
388958,Case e appartamenti per vacanze,DOMUS TACITO,Via Tacito,74,41.9065779,12.4678265,,3.0,8.0,4.0,1.0,2.0,1.0,,
388988,Case e appartamenti per vacanze,DOMUS TEVERE,Lungotevere degli Artigiani,28,41.8733532,12.4701682,,2.0,4.0,2.0,,2.0,,,
390098,Case e appartamenti per vacanze,DOMUS TITINO,Via Carlo Passaglia,10,41.9102695,12.4483615,,1.0,2.0,1.0,,1.0,,,
389450,Case e appartamenti per vacanze,DOMUS TORQUATI,Via Manlio Torquato,15,41.8731322,12.5298586,,2.0,2.0,1.0,,1.0,,,
388566,Case e appartamenti per vacanze,DOMUS TRAIANO,Via Panisperna,261,41.8958447,12.488961,,3.0,4.0,2.0,,2.0,,,
