id,tipologia,denominazione,via,civico,latitude,longitude,stelle,categoria,totalePostiLetto,totaleNumeroCamere,numeroSingole,numeroDoppie,numeroTriple,numeroQuadruple,numeroBagni
375140,Alloggi per uso turistico ,Alloggio per uso turistico 10935,Via del Governo Vecchio,84,41.8979238,12.4717647,,,,,,,,,
377284,Alloggi per uso turistico ,Alloggio per uso turistico 10936,Via Mar Rosso,165,41.7342375,12.2974934,,,,,,,,,
377364,Alloggi per uso turistico ,Alloggio per uso turistico 10937,Via Giovanni Giolitti,101,41.8994774,12.5018786,,,,,,,,,
375192,Alloggi per uso turistico ,Alloggio per uso turistico 10938,Via Milazzo,11,41.9018841,12.5043395,,,,,,,,,
375167,Alloggi per uso turistico ,Alloggio per uso turistico 10939,Via Rialto,18,41.907725,12.446621,,,,,,,,,
372428,Alloggi per uso turistico ,Alloggio per uso turistico 1094,Via Aurelia Antica,425,41.8888626,12.4259596,,,,,,,,,
376861,Alloggi per uso turistico ,Alloggio per uso turistico 10942,Via della Croce,44,41.9059698,12.4791168,,,,,,,,,
376533,Alloggi per uso turistico ,Alloggio per uso turistico 10943,Vicolo del Divino Amore,16,41.9029446,12.4762212,,,,,,,,,
377161,Alloggi per uso turistico ,Alloggio per uso turistico 10944,Via Meropia,109,41.8551179,12.5067141,,,,,,,,,
375176,Alloggi per uso turistico ,Alloggio per uso turistico 10946,Via Alberto Caroncini,58,41.9288605,12.487388,,,,,,,,,
376658,Alloggi per uso turistico ,Alloggio per uso turistico 10947,Via Nazionale,18,41.9009454,12.4937967,,,,,,,,,
376377,Alloggi per uso turistico ,Alloggio per uso turistico 10948,Via Laurina,16,41.9087834,12.4779798,,,,,,,,,
375284,Alloggi per uso turistico ,Alloggio per uso turistico 10949,Via Ginori,7,41.8780689,12.4766731,,,,,,,,,
374408,Alloggi per uso turistico ,Alloggio per uso turistico 1095,Viale Angelico,36,41.9161159,12.4587034,,,,,,,,,
376659,Alloggi per uso turistico ,Alloggio per uso turistico 10950,Via Appia Nuova,45,41.8846044,12.5111767,,,,,,,,,
376476,Alloggi per uso turistico ,Alloggio per uso turistico 10951,Viale Europa,55,41.832582,12.4640062,,,,,,,,,
376767,Alloggi per uso turistico ,Alloggio per uso turistico 10952,Via Angelo Brunetti,24,41.9092991,12.4760148,,,,,,,,,
375314,Alloggi per uso turistico ,Alloggio per uso turistico 10953,Via del Babuino,79,41.907561,12.4803599,,,,,,,,,
376660,Alloggi per uso turistico ,Alloggio per uso turistico 10954,Via Ardara,33,41.8296358,12.3588044,,,,,,,,,
375544,Alloggi per uso turistico ,Alloggio per uso turistico 10955,Via del Viminale,58,41.8999905,12.49558,,,,,,,,,
375154,Alloggi per uso turistico ,Alloggio per uso turistico 10956,Via Curtatone,12,41.9046632,12.5008991,,,,,,,,,
376484,Alloggi per uso turistico ,Alloggio per uso turistico 10957,Via Antonino Pio,16,41.8527802,12.4793159,,,,,,,,,
377366,Alloggi per uso turistico ,Alloggio per uso turistico 10959,Viale dei Quattro Venti,238,41.8743492,12.4574879,,,,,,,,,
376959,Alloggi per uso turistico ,Alloggio per uso turistico 10960,Vicolo di San Francesco a Ripa,20,41.8859533,12.4722472,,,,,,,,,
376644,Alloggi per uso turistico ,Alloggio per uso turistico 10961,Via Carlo Bernari,43,41.9675389,12.5517407,,,,,,,,,
377367,Alloggi per uso turistico ,Alloggio per uso turistico 10962,Via Degli Ombrellari,4,41.9040013,12.4610201,,,,,,,,,
375157,Alloggi per uso turistico ,Alloggio per uso turistico 10963,Via Enrico Cialdini,13,41.8985244,12.5031185,,,,,,,,,
376329,Alloggi per uso turistico ,Alloggio per uso turistico 10964,Via della Polveriera,38,41.8924619,12.4926974,,,,,,,,,
375153,Alloggi per uso turistico ,Alloggio per uso turistico 10965,Viale Giulio Cesare,118,41.9091465,12.4558592,,,,,,,,,
376538,Alloggi per uso turistico ,Alloggio per uso turistico 10967,Largo di Porta Cavalleggeri,23,,,,,,,,,,,
375158,Alloggi per uso turistico ,Alloggio per uso turistico 10968,Via dell'Olmata,38,41.8962114,12.4971648,,,,,,,,,
376373,Alloggi per uso turistico ,Alloggio per uso turistico 10969,Via Dei Serpenti,147,41.8955012,12.4906068,,,,,,,,,
372391,Alloggi per uso turistico ,Alloggio per uso turistico 1097,Via Augusto Riboty,21,41.9153753,12.4544261,,,,,,,,,
375285,Alloggi per uso turistico ,Alloggio per uso turistico 10970,Via del Viminale,58,41.8999905,12.49558,,,,,,,,,
375286,Alloggi per uso turistico ,Alloggio per uso turistico 10972,Via Giuseppe Zanardelli,16,41.9007666,12.472959,,,,,,,,,
375295,Alloggi per uso turistico ,Alloggio per uso turistico 10973,Via Federico Ozanam,58,41.8761785,12.4484653,,,,,,,,,
376949,Alloggi per uso turistico ,Alloggio per uso turistico 10974,Via delle Quattro Fontane,31,41.9012019,12.4924218,,,,,,,,,
376269,Alloggi per uso turistico ,Alloggio per uso turistico 10975,Via delle Zoccolette,30,41.8927536,12.4723423,,,,,,,,,
375315,Alloggi per uso turistico ,Alloggio per uso turistico 10976,Largo Glorenza,23,41.7356123,12.3664993,,,,,,,,,
376399,Alloggi per uso turistico ,Alloggio per uso turistico 10978,Piazza Americo Capponi,9,41.9047347,12.4605619,,,,,,,,,
377360,Alloggi per uso turistico ,Alloggio per uso turistico 10979,Via Barletta,,41.910251,12.4579333,,,,,,,,,
373633,Alloggi per uso turistico ,Alloggio per uso turistico 1098,Via Portuense,107,41.8771658,12.4681528,,,,,,,,,
375205,Alloggi per uso turistico ,Alloggio per uso turistico 10980,Piazza Vittorio Emanuele II,138,41.8950144,12.5022891,,,,,,,,,
375740,Alloggi per uso turistico ,Alloggio per uso turistico 10981,Via dei Santi Quattro,61,41.8894346,12.4947514,,,,,,,,,
375741,Alloggi per uso turistico ,Alloggio per uso turistico 10983,Via Valadier,43,41.907635,12.4677925,,,,,,,,,
377361,Alloggi per uso turistico ,Alloggio per uso turistico 10984,Via del Viminale,58,41.8999905,12.49558,,,,,,,,,
376054,Alloggi per uso turistico ,Alloggio per uso turistico 10986,Via dei Condotti,9,41.9055241,12.4817468,,,,,,,,,
375206,Alloggi per uso turistico ,Alloggio per uso turistico 10987,Via di Villa Chigi,83 B,41.9347583,12.5140551,,,,,,,,,
375742,Alloggi per uso turistico ,Alloggio per uso turistico 10988,Via di Capo Le Case,12,41.9038023,12.4850188,,,,,,,,,
375207,Alloggi per uso turistico ,Alloggio per uso turistico 10989,Via Alessandro Terracini,11,41.7936108,12.4929384,,,,,,,,,
376324,Alloggi per uso turistico ,Alloggio per uso turistico 10990,Via di Porta Maggiore,23,41.8930888,12.5106399,,,,,,,,,
375130,Alloggi per uso turistico ,Alloggio per uso turistico 10991,Via di San Francesco di Sales,73,41.8943837,12.4639937,,,,,,,,,
375137,Alloggi per uso turistico ,Alloggio per uso turistico 10992,Via della Maddalena,42,41.9005687,12.4766259,,,,,,,,,
375194,Alloggi per uso turistico ,Alloggio per uso turistico 10994,Via Gaetano Sacchi,16,41.8862206,12.4675244,,,,,,,,,
376273,Alloggi per uso turistico ,Alloggio per uso turistico 10995,Via del Mattonato,5,41.8903545,12.4675127,,,,,,,,,
376417,Alloggi per uso turistico ,Alloggio per uso turistico 10996,Via Diego Simonetti,72,41.7372693,12.2890812,,,,,,,,,
375200,Alloggi per uso turistico ,Alloggio per uso turistico 10997,Via della Croce,71,41.906187,12.4793645,,,,,,,,,
376421,Alloggi per uso turistico ,Alloggio per uso turistico 10998,Via Ambrogio Traversari,72,41.8760949,12.4634851,,,,,,,,,
372342,Alloggi per uso turistico ,Alloggio per uso turistico 110,Via Dacia,24,41.878349,12.5095929,,,,,,,,,
373558,Alloggi per uso turistico ,Alloggio per uso turistico 1100,Via di Monserrato,124,41.8965999,12.4689351,,,,,,,,,
376426,Alloggi per uso turistico ,Alloggio per uso turistico 11000,via Vezio Crisafulli,43,41.8974177,12.4128827,,,,,,,,,
377368,Alloggi per uso turistico ,Alloggio per uso turistico 11002,Via di Monte Fiore,3,41.8890561,12.4748555,,,,,,,,,
377369,Alloggi per uso turistico ,Alloggio per uso turistico 11004,Via di Sant'Angelo In Pescheria,5,41.8931405,12.4785444,,,,,,,,,
376374,Alloggi per uso turistico ,Alloggio per uso turistico 11005,Via della Fontanella di Borghese,35,41.9041637,12.4776541,,,,,,,,,
376375,Alloggi per uso turistico ,Alloggio per uso turistico 11006,Via Segesta,10,41.8730591,12.5093626,,,,,,,,,
376055,Alloggi per uso turistico ,Alloggio per uso turistico 11007,Piazza dei Vespri Siciliani,7,41.9144041,12.5251251,,,,,,,,,
376500,Alloggi per uso turistico ,Alloggio per uso turistico 11009,Via Luigi Rizzo,50,41.9080424,12.4448709,,,,,,,,,
372392,Alloggi per uso turistico ,Alloggio per uso turistico 1101,Via del Portico d'Ottavia,17,41.8927507,12.4780774,,,,,,,,,
376418,Alloggi per uso turistico ,Alloggio per uso turistico 11010,Via Filippo Casini,6,41.8852401,12.4671235,,,,,,,,,
377370,Alloggi per uso turistico ,Alloggio per uso turistico 11011,Via del Boschetto,147,41.8962231,12.4907193,,,,,,,,,
375132,Alloggi per uso turistico ,Alloggio per uso turistico 11014,Via Giacomo Giri,3,41.9005988,12.43623,,,,,,,,,
375133,Alloggi per uso turistico ,Alloggio per uso turistico 11015,Via di Santa Cornelia,258,42.0260353,12.4531408,,,,,,,,,
375134,Alloggi per uso turistico ,Alloggio per uso turistico 11016,Via Natale Del Grande,21,41.8871423,12.4702865,,,,,,,,,
376383,Alloggi per uso turistico ,Alloggio per uso turistico 11017,Via dell'Argilla,4,41.8954841,12.4494997,,,,,,,,,
372393,Alloggi per uso turistico ,Alloggio per uso turistico 1102,Via Basilio Da Gemona,24,41.9026452,12.5878793,,,,,,,,,
377371,Alloggi per uso turistico ,Alloggio per uso turistico 11020,Via dei Capocci,34,41.8966008,12.4938743,,,,,,,,,
375195,Alloggi per uso turistico ,Alloggio per uso turistico 11021,Viale delle Medaglie d'Oro,42,41.9106839,12.4467232,,,,,,,,,
375188,Alloggi per uso turistico ,Alloggio per uso turistico 11022,Via Principe Amedeo,79 A,41.8983611,12.5007886,,,,,,,,,
377372,Alloggi per uso turistico ,Alloggio per uso turistico 11023,Vicolo del Bollo,10 A,41.8965117,12.4705284,,,,,,,,,
377337,Alloggi per uso turistico ,Alloggio per uso turistico 11024,Viale Capitan Casella,55,41.72865,12.29194,,,,,,,,,
375202,Alloggi per uso turistico ,Alloggio per uso turistico 11025,Via Luigi de Marchi,8,41.792503,12.4898794,,,,,,,,,
376693,Alloggi per uso turistico ,Alloggio per uso turistico 11026,Via Antonio Rosmini,12,41.8994725,12.497744,,,,,,,,,
376694,Alloggi per uso turistico ,Alloggio per uso turistico 11027,Via di Gesù e Maria,19,41.908385,12.4782198,,,,,,,,,
375138,Alloggi per uso turistico ,Alloggio per uso turistico 11028,Via Eutropio,19,41.9124835,12.4369383,,,,,,,,,
375139,Alloggi per uso turistico ,Alloggio per uso turistico 11029,Via Quirino Majorana,140,41.868436,12.4622726,,,,,,,,,
372503,Alloggi per uso turistico ,Alloggio per uso turistico 1103,Via del Mattonato,23,41.890117,12.4674146,,,,,,,,,
376696,Alloggi per uso turistico ,Alloggio per uso turistico 11032,Via degli Artisti,22,41.9053611,12.4867829,,,,,,,,,
375432,Alloggi per uso turistico ,Alloggio per uso turistico 11033,Via Gualtiero Serafino,13,41.9104353,12.4453198,,,,,,,,,
376439,Alloggi per uso turistico ,Alloggio per uso turistico 11034,Via del Vantaggio,37,41.9085583,12.476649,,,,,,,,,
376885,Alloggi per uso turistico ,Alloggio per uso turistico 11035,Via del Corallo,9,41.899138,12.4700564,,,,,,,,,
376336,Alloggi per uso turistico ,Alloggio per uso turistico 11036,Via Leonina,80,41.8946302,12.4914922,,,,,,,,,
376337,Alloggi per uso turistico ,Alloggio per uso turistico 11037,Via D'Azeglio,44,41.8997747,12.4974268,,,,,,,,,
375386,Alloggi per uso turistico ,Alloggio per uso turistico 11038,Via del Pantheon,45,41.8997941,12.4767539,,,,,,,,,
376568,Alloggi per uso turistico ,Alloggio per uso turistico 11039,Via di San Francesco di Sales,76,41.8944342,12.4642313,,,,,,,,,
376193,Alloggi per uso turistico ,Alloggio per uso turistico 1104,Via Nicolò V,40,41.8997803,12.4484903,,,,,,,,,
376449,Alloggi per uso turistico ,Alloggio per uso turistico 11040,Via di Trigoria,144,41.7594762,12.4766797,,,,,,,,,
376886,Alloggi per uso turistico ,Alloggio per uso turistico 11042,Via delle Cave,91,41.8718031,12.5300389,,,,,,,,,
376877,Alloggi per uso turistico ,Alloggio per uso turistico 11043,Via Florida,20,41.8947617,12.4769928,,,,,,,,,
376462,Alloggi per uso turistico ,Alloggio per uso turistico 11044,Via Marcello II,29,41.895918,12.4371747,,,,,,,,,
376463,Alloggi per uso turistico ,Alloggio per uso turistico 11045,Piazza Enrico Millo,9,41.7319295,12.2901467,,,,,,,,,
376878,Alloggi per uso turistico ,Alloggio per uso turistico 11047,Piazza dei Sanniti,42,41.8985157,12.5166241,,,,,,,,,
376464,Alloggi per uso turistico ,Alloggio per uso turistico 11048,Vicolo di Santa Margherita,1,41.8892719,12.4713499,,,,,,,,,
376465,Alloggi per uso turistico ,Alloggio per uso turistico 11049,Via del Bosco degli Arvali,80,41.8379495,12.4287578,,,,,,,,,
375816,Alloggi per uso turistico ,Alloggio per uso turistico 1105,Via Giovanni Lanza,125,41.8951975,12.4947515,,,,,,,,,
376686,Alloggi per uso turistico ,Alloggio per uso turistico 11050,Viale Vasco De Gama,74,41.7345129,12.2755164,,,,,,,,,
376534,Alloggi per uso turistico ,Alloggio per uso turistico 11051,Via Taranto,95,41.8826179,12.5219144,,,,,,,,,
376535,Alloggi per uso turistico ,Alloggio per uso turistico 11052,Piazza di San Cosimato,56,41.8876638,12.4703016,,,,,,,,,
376536,Alloggi per uso turistico ,Alloggio per uso turistico 11053,Via Carlo Alberto,26,41.8958858,12.5023191,,,,,,,,,
377373,Alloggi per uso turistico ,Alloggio per uso turistico 11054,Vicolo Orbitelli,9,41.8988761,12.4652199,,,,,,,,,
376346,Alloggi per uso turistico ,Alloggio per uso turistico 11055,Via della Tribuna di Campitelli,11,41.8929851,12.4787994,,,,,,,,,
376987,Alloggi per uso turistico ,Alloggio per uso turistico 11056,Via Pescosolido,180,41.9179484,12.5621206,,,,,,,,,
376037,Alloggi per uso turistico ,Alloggio per uso turistico 11059,Via Alessandro III,8,41.8996785,12.4547843,,,,,,,,,
374341,Alloggi per uso turistico ,Alloggio per uso turistico 1106,Viale Giulio Cesare,151,41.9092121,12.458293,,,,,,,,,
376429,Alloggi per uso turistico ,Alloggio per uso turistico 11060,Via Giulia,88,41.8989918,12.4657001,,,,,,,,,
376081,Alloggi per uso turistico ,Alloggio per uso turistico 11061,Via delle Quinqueremi,113,41.7210843,12.3019444,,,,,,,,,
377374,Alloggi per uso turistico ,Alloggio per uso turistico 11062,Piazza San Giovanni di Dio,18,41.8753617,12.4466382,,,,,,,,,
376298,Alloggi per uso turistico ,Alloggio per uso turistico 11063,Via Natale Del Grande,8,41.8870971,12.4709084,,,,,,,,,
375559,Alloggi per uso turistico ,Alloggio per uso turistico 11065,Via di Porta Pinciana,6,41.9072058,12.4863627,,,,,,,,,
376479,Alloggi per uso turistico ,Alloggio per uso turistico 11066,Via Giacomo Venezian,19 A,41.8889342,12.4684448,,,,,,,,,
376989,Alloggi per uso turistico ,Alloggio per uso turistico 11067,Via di Capo Le Case,12,41.9038023,12.4850188,,,,,,,,,
375433,Alloggi per uso turistico ,Alloggio per uso turistico 11068,Via Pietro Tacchini,27,41.9227658,12.4847971,,,,,,,,,
377375,Alloggi per uso turistico ,Alloggio per uso turistico 11070,Via Ostiense,339,41.8552489,12.4773253,,,,,,,,,
377376,Alloggi per uso turistico ,Alloggio per uso turistico 11071,Via Baccio Baldini,6,41.8720881,12.4682251,,,,,,,,,
377377,Alloggi per uso turistico ,Alloggio per uso turistico 11072,Vicolo del Forno,5 A,41.900493,12.4831773,,,,,,,,,
375560,Alloggi per uso turistico ,Alloggio per uso turistico 11073,Via Crescenzio,76,41.9060285,12.4615869,,,,,,,,,
377378,Alloggi per uso turistico ,Alloggio per uso turistico 11074,Vicolo del Farinone,24,41.9036101,12.459477,,,,,,,,,
376199,Alloggi per uso turistico ,Alloggio per uso turistico 11075,Via dei Papareschi,23,41.8700536,12.4683359,,,,,,,,,
375801,Alloggi per uso turistico ,Alloggio per uso turistico 11076,Via Alessandro Cialdi,27,41.863955,12.4820846,,,,,,,,,
377379,Alloggi per uso turistico ,Alloggio per uso turistico 11078,Via della Caffarella,14,41.8650861,12.5082714,,,,,,,,,
377380,Alloggi per uso turistico ,Alloggio per uso turistico 11079,Via della Frezza,48,41.907023,12.4763833,,,,,,,,,
373511,Alloggi per uso turistico ,Alloggio per uso turistico 1108,Via Arenula,29,41.8930584,12.475367,,,,,,,,,
375758,Alloggi per uso turistico ,Alloggio per uso turistico 11080,Via Apulia,30,41.882168,12.5047538,,,,,,,,,
377381,Alloggi per uso turistico ,Alloggio per uso turistico 11081,Piazza del Paradiso,63 A,41.8958532,12.4736967,,,,,,,,,
377382,Alloggi per uso turistico ,Alloggio per uso turistico 11082,Piazza Ippolito Nievo,5,41.881093,12.466897,,,,,,,,,
375802,Alloggi per uso turistico ,Alloggio per uso turistico 11083,Via Elio Chianesi,134,41.7992347,12.4474173,,,,,,,,,
377351,Alloggi per uso turistico ,Alloggio per uso turistico 11084,Via della Frezza,59,41.9070393,12.4768603,,,,,,,,,
376056,Alloggi per uso turistico ,Alloggio per uso turistico 11085,Via della Minerva,5,41.8986925,12.4773129,,,,,,,,,
376200,Alloggi per uso turistico ,Alloggio per uso turistico 11086,Via Vincenzo Renieri,11,41.8280419,12.4865947,,,,,,,,,
376390,Alloggi per uso turistico ,Alloggio per uso turistico 11087,Via Giuseppe Guerzoni,11,41.8552664,12.4499398,,,,,,,,,
375803,Alloggi per uso turistico ,Alloggio per uso turistico 11088,Via dei Chiavari,59,41.8957578,12.4740357,,,,,,,,,
375434,Alloggi per uso turistico ,Alloggio per uso turistico 11089,Via Alberico II,11,41.9049248,12.4623086,,,,,,,,,
377261,Alloggi per uso turistico ,Alloggio per uso turistico 1109,Via dei Gracchi,60,41.9076481,12.460114,,,,,,,,,
376391,Alloggi per uso turistico ,Alloggio per uso turistico 11090,Via Gabriello Chiabrera,87,41.8540585,12.479491,,,,,,,,,
375868,Alloggi per uso turistico ,Alloggio per uso turistico 11092,Via Sergio I,32,41.8990156,12.4500371,,,,,,,,,
375869,Alloggi per uso turistico ,Alloggio per uso turistico 11093,Largo Pannonia,23,41.8797739,12.5017951,,,,,,,,,
377383,Alloggi per uso turistico ,Alloggio per uso turistico 11095,Via Ruggero Fiore,3,41.9061912,12.4469471,,,,,,,,,
375579,Alloggi per uso turistico ,Alloggio per uso turistico 11096,Via delle Rande,7,41.7245102,12.2956844,,,,,,,,,
375870,Alloggi per uso turistico ,Alloggio per uso turistico 11097,Piazza del Paradiso,66,41.8959418,12.4735771,,,,,,,,,
376299,Alloggi per uso turistico ,Alloggio per uso turistico 11098,Via Ginori,41,41.8791342,12.4759713,,,,,,,,,
375871,Alloggi per uso turistico ,Alloggio per uso turistico 11100,Via dei Cappellari,41,41.8962533,12.4704045,,,,,,,,,
377027,Alloggi per uso turistico ,Alloggio per uso turistico 11103,Via dei Due Macelli,97,41.9036213,12.4849292,,,,,,,,,
376257,Alloggi per uso turistico ,Alloggio per uso turistico 11104,Via Aurelia,137,41.8994183,12.4494997,,,,,,,,,
377028,Alloggi per uso turistico ,Alloggio per uso turistico 11105,Via di Tor Millina,31,41.8991546,12.4716368,,,,,,,,,
375935,Alloggi per uso turistico ,Alloggio per uso turistico 11106,Via Giacomo Corradi,6,41.8731824,12.4476636,,,,,,,,,
375936,Alloggi per uso turistico ,Alloggio per uso turistico 11107,Via del Biscione,11,41.8957216,12.4730015,,,,,,,,,
376327,Alloggi per uso turistico ,Alloggio per uso turistico 11108,Via Baldo degli Ubaldi,96,41.8987546,12.4331688,,,,,,,,,
376811,Alloggi per uso turistico ,Alloggio per uso turistico 11109,Viale Eritrea,62,41.9265019,12.5160242,,,,,,,,,
377262,Alloggi per uso turistico ,Alloggio per uso turistico 1111,Via Garibaldi,14,41.8907047,12.4666045,,,,,,,,,
377029,Alloggi per uso turistico ,Alloggio per uso turistico 11110,Clivo Sant'Antonino,13,41.8999333,12.4477881,,,,,,,,,
376258,Alloggi per uso turistico ,Alloggio per uso turistico 11112,Via Merulana,117,41.8904539,12.5030513,,,,,,,,,
377352,Alloggi per uso turistico ,Alloggio per uso turistico 11113,Piazza di Santa Maria Liberatrice,18,41.8799653,12.4755505,,,,,,,,,
376310,Alloggi per uso turistico ,Alloggio per uso turistico 11114,Via Ettore Rolli,30,41.8742001,12.4672803,,,,,,,,,
377353,Alloggi per uso turistico ,Alloggio per uso turistico 11115,Via delle Baleari,298,41.7351422,12.2789349,,,,,,,,,
375561,Alloggi per uso turistico ,Alloggio per uso turistico 11116,Via Cesare Fracassini,46,41.9234542,12.4691615,,,,,,,,,
376840,Alloggi per uso turistico ,Alloggio per uso turistico 11119,Via Generale Roberto Bencivenga,32 D,41.9309524,12.5287004,,,,,,,,,
372651,Alloggi per uso turistico ,Alloggio per uso turistico 1112,Via Prenestina,208,41.892173,12.5357805,,,,,,,,,
377050,Alloggi per uso turistico ,Alloggio per uso turistico 11121,Via Rattazzi,17,41.8963402,12.50213,,,,,,,,,
377208,Alloggi per uso turistico ,Alloggio per uso turistico 11122,Viale Vega,35,41.7263082,12.295076,,,,,,,,,
377209,Alloggi per uso turistico ,Alloggio per uso turistico 11124,Via Ferruccio,44,41.8928398,12.5040051,,,,,,,,,
377051,Alloggi per uso turistico ,Alloggio per uso turistico 11125,Via Filippo Turati,107,41.8976421,12.5041938,,,,,,,,,
375813,Alloggi per uso turistico ,Alloggio per uso turistico 11126,Via dei Cappellari,94,41.8964303,12.4704333,,,,,,,,,
377327,Alloggi per uso turistico ,Alloggio per uso turistico 11128,Via Catone,29,41.9077306,12.4589818,,,,,,,,,
377349,Alloggi per uso turistico ,Alloggio per uso turistico 11129,Via di Piè di Marmo,12,41.8976333,12.479035,,,,,,,,,
372429,Alloggi per uso turistico ,Alloggio per uso turistico 1113,Via Carlo Emanuele I,9,41.8911851,12.5092911,,,,,,,,,
377350,Alloggi per uso turistico ,Alloggio per uso turistico 11130,Via Milazzo,22,41.9023282,12.5046418,,,,,,,,,
377328,Alloggi per uso turistico ,Alloggio per uso turistico 11131,Via Belisario,7,41.9090072,12.4974404,,,,,,,,,
376038,Alloggi per uso turistico ,Alloggio per uso turistico 11132,Via Reggio Emilia,29,41.9117045,12.5033259,,,,,,,,,
376039,Alloggi per uso turistico ,Alloggio per uso turistico 11133,Via Voghera,31,41.8861432,12.5195448,,,,,,,,,
376040,Alloggi per uso turistico ,Alloggio per uso turistico 11134,Via Frattina,35,41.9041534,12.4813808,,,,,,,,,
377329,Alloggi per uso turistico ,Alloggio per uso turistico 11135,Via Giovanni Caselli,11,41.8691486,12.4621294,,,,,,,,,
376887,Alloggi per uso turistico ,Alloggio per uso turistico 11137,Via Federico Ozanam,44,41.8759299,12.4480062,,,,,,,,,
376930,Alloggi per uso turistico ,Alloggio per uso turistico 11138,Via Luciano Manara,39,41.8878195,12.4679583,,,,,,,,,
377330,Alloggi per uso turistico ,Alloggio per uso turistico 11139,Via Rosa Govona,14,41.8714002,12.454529,,,,,,,,,
372599,Alloggi per uso turistico ,Alloggio per uso turistico 1114,Via dei Santi Quattro,56,41.8896798,12.4946507,,,,,,,,,
376931,Alloggi per uso turistico ,Alloggio per uso turistico 11141,Via Napoli,51,41.9013724,12.4935927,,,,,,,,,
377210,Alloggi per uso turistico ,Alloggio per uso turistico 11142,Via della Trasfigurazione,5,41.8713269,12.4455511,,,,,,,,,
377331,Alloggi per uso turistico ,Alloggio per uso turistico 11143,Via di San Giovanni in Laterano,174,41.8882287,12.5001644,,,,,,,,,
376841,Alloggi per uso turistico ,Alloggio per uso turistico 11144,Via Vittoria,20,41.9068943,12.4795199,,,,,,,,,
376842,Alloggi per uso turistico ,Alloggio per uso turistico 11145,Via Noto,14,41.8788332,12.5199737,,,,,,,,,
377345,Alloggi per uso turistico ,Alloggio per uso turistico 11146,Via degli Arbusti,4,41.8837351,12.5662754,,,,,,,,,
377211,Alloggi per uso turistico ,Alloggio per uso turistico 11147,Salita di Sant'Onofrio,11,41.8989644,12.4617291,,,,,,,,,
376882,Alloggi per uso turistico ,Alloggio per uso turistico 11148,Via di San Martino ai Monti,22,41.8957133,12.498627,,,,,,,,,
377332,Alloggi per uso turistico ,Alloggio per uso turistico 11149,Via Giulio Cesare Santini,9,41.8883784,12.4747574,,,,,,,,,
376194,Alloggi per uso turistico ,Alloggio per uso turistico 1115,Via Francesco Sivori,41,41.9053128,12.4469471,,,,,,,,,
377333,Alloggi per uso turistico ,Alloggio per uso turistico 11150,Viale Delle Milizie,15,41.9105756,12.4567549,,,,,,,,,
376932,Alloggi per uso turistico ,Alloggio per uso turistico 11151,Borgo Vittorio,87,41.9043328,12.4600464,,,,,,,,,
377334,Alloggi per uso turistico ,Alloggio per uso turistico 11152,Via del Cardello,23,41.8929146,12.4900391,,,,,,,,,
377335,Alloggi per uso turistico ,Alloggio per uso turistico 11153,Via del Foro Piscario,34,41.8921286,12.4787502,,,,,,,,,
377336,Alloggi per uso turistico ,Alloggio per uso turistico 11154,Via Napoleone III,43,41.8967363,12.5018581,,,,,,,,,
377252,Alloggi per uso turistico ,Alloggio per uso turistico 11155,Corso Vittorio Emanuele II,39,41.8960636,12.4776734,,,,,,,,,
376552,Alloggi per uso turistico ,Alloggio per uso turistico 11157,Piazza dei Campani,13,41.8952561,12.5139022,,,,,,,,,
377212,Alloggi per uso turistico ,Alloggio per uso turistico 11158,Via di Gesù e Maria,25,,,,,,,,,,,
377213,Alloggi per uso turistico ,Alloggio per uso turistico 11159,Via Principe Amedeo,92,41.8985942,12.5010299,,,,,,,,,
372465,Alloggi per uso turistico ,Alloggio per uso turistico 1116,Via Del Forte Boccea,147,41.9074884,12.4240131,,,,,,,,,
377270,Alloggi per uso turistico ,Alloggio per uso turistico 11160,Via Vittorio Gui,7,41.7516923,12.3732551,,,,,,,,,
377271,Alloggi per uso turistico ,Alloggio per uso turistico 11161,Via Ruggero Bonghi,13 B,41.890392,12.5002369,,,,,,,,,
377272,Alloggi per uso turistico ,Alloggio per uso turistico 11162,Via della Lungaretta,147,41.8894564,12.4749112,,,,,,,,,
377338,Alloggi per uso turistico ,Alloggio per uso turistico 11169,Via dei Balestrari,45,41.8950597,12.4723878,,,,,,,,,
376620,Alloggi per uso turistico ,Alloggio per uso turistico 1117,Via del Mascherino,46,41.9041999,12.4588282,,,,,,,,,
377340,Alloggi per uso turistico ,Alloggio per uso turistico 11170,Vicolo del Giglio,17,41.8949899,12.4719946,,,,,,,,,
377341,Alloggi per uso turistico ,Alloggio per uso turistico 11171,Via In Arcione,98,41.9016574,12.4851737,,,,,,,,,
377342,Alloggi per uso turistico ,Alloggio per uso turistico 11172,Via Roma Libera,23,41.88686,12.4691034,,,,,,,,,
377354,Alloggi per uso turistico ,Alloggio per uso turistico 11173,Via Goffredo Mameli,17,41.8866645,12.4679431,,,,,,,,,
377362,Alloggi per uso turistico ,Alloggio per uso turistico 11174,Largo della Fontanella di Borghese,19,41.9037865,12.4766878,,,,,,,,,
377343,Alloggi per uso turistico ,Alloggio per uso turistico 11175,Via Cardinal Domenico Ferrata,23,41.8906267,12.4400125,,,,,,,,,
377355,Alloggi per uso turistico ,Alloggio per uso turistico 11176,Via Gabrio Serbelloni,76,41.8784074,12.5408896,,,,,,,,,
